lab,lat,long
371,-33.8505832561627,150.990219606982
372,-33.64158222699,151.224357030762
373,-34.0535670719679,151.234377610108
374,-33.7221015898049,150.668529106393
375,-33.5122073457388,150.697775526957
376,-33.7108992020149,151.14885115101
377,-33.5431086002728,150.866201920347
378,-33.5684372795525,150.778007637455
379,-33.9259400420667,150.889724287878
380,-33.8459306411041,151.166638399157
381,-33.9769620867911,150.966923208635
382,-33.636843599902,151.175474068006
383,-34.0625138698439,150.7413201489
384,-33.4986700899507,150.931920581767
385,-34.0253401933666,150.864055188365
386,-34.0632457500794,150.949554919674
387,-33.8081469354608,151.03656314033
388,-33.8568391147668,150.783533513367
389,-33.7414844853484,150.922148795999
390,-33.6974850780572,151.1488049459
391,-33.5162763733616,151.005261708231
392,-33.9244189463495,150.867020784797
393,-33.9895557142783,151.078516084336
394,-34.0715090440171,151.18389882399
395,-34.0511782286857,151.093091958947
396,-34.0801034148141,151.068853926337
397,-33.552520442765,150.984637124569
398,-33.9959543021062,150.714733098393
399,-33.689723712548,150.688093209619
400,-34.0032555023688,151.180768789992
401,-34.0354756354515,150.791295063033
402,-34.0759873742072,151.258224449531
403,-33.7640412025469,150.865777641658
404,-33.692337009845,151.121368094067
405,-33.5487441306475,150.902296644373
406,-33.7625340111543,150.935125674106
407,-33.5057175440491,151.255844144902
408,-33.6662938953156,151.246306254335
409,-34.064608654672,150.84812757526
410,-34.0661040196778,150.649158729422
411,-33.6568713781904,151.095749384829
412,-33.9595216768731,151.250431931106
413,-33.5701412024015,151.116510046432
414,-33.7048342077989,150.928427287731
415,-33.6893092590711,151.005955768169
416,-33.8207145519507,151.014417680233
417,-33.5265118120683,150.733985815794
418,-33.5272829299246,150.858298571437
419,-33.7246741818732,150.871430960041
420,-33.82296379113,150.637393806006
421,-34.0935679942245,150.828947378742
422,-33.6239484071315,150.705384042876
423,-34.0027708404371,150.854910259888
424,-33.5671089702109,150.798355320671
425,-33.7034703766775,151.09299837947
426,-33.5917708588362,151.198935186722
427,-34.0667983820966,150.929107565219
428,-33.9346794164276,151.015790943251
429,-33.5403745254787,151.160075620792
430,-33.6797178017421,151.099595671465
431,-33.4997086565066,150.851685593365
432,-34.0978036117274,150.762393643471
433,-33.8056968223938,150.655421185519
434,-33.5470340601652,151.227063241344
435,-33.5005063696529,151.152639568479
436,-33.997535966212,151.211143144676
437,-33.7022699908102,150.788032369754
438,-33.8472718227389,150.939204307171
439,-33.8281660519615,150.703033782618
440,-33.8579275877522,151.214736185896
441,-33.6131202346002,150.905905337206
442,-33.8556678633022,150.746199025336
443,-33.7158250877851,150.775355967786
444,-33.5331454630812,151.223720343199
445,-33.9952886586032,151.135922890239
446,-33.7101420475048,151.010695092113
447,-33.8236976880079,150.872809870273
448,-33.613382099338,151.130305751548
449,-33.6682836047534,150.763835988781
450,-33.8952290728702,151.197358609299
451,-33.6481809421273,151.075437511795
452,-34.0381686268828,150.810628480785
453,-33.5601049206213,150.665690443489
454,-33.7756471143721,151.033999379641
455,-33.9463025877217,150.653655699482
456,-33.909811581582,150.805302965976
457,-34.0794609572262,150.657803034057
458,-33.6763486728531,150.858887838318
459,-34.0418813899002,150.830139105348
460,-33.9409800729151,150.896145250286
461,-33.6333634036669,150.968076997409
462,-34.0290461116347,150.706102879279
463,-33.9561182980174,150.752869167882
464,-33.7904389213465,150.77672272284
465,-33.5918576941116,150.706503579691
466,-33.7499060090118,151.07114998392
467,-33.7500848537302,151.248138381621
468,-33.9453202630581,150.664801828846
469,-33.6868793191005,151.21864258325
470,-33.8686636674498,150.785644710994
471,-33.9356558058267,150.89887495786
472,-33.773885707884,151.065682811505
473,-33.6587467522069,150.831643917966
474,-34.0401224225123,150.634797039754
475,-33.7536939488404,150.644962522366
476,-33.8038258473592,150.864664108796
477,-34.0478147927149,150.968477284488
478,-33.6590282668639,151.193022795514
479,-34.1011995321317,151.25935734652
480,-33.8366498595529,151.012045642298
481,-33.9480033342778,151.018100440023
482,-33.8508821616853,150.981135894527
483,-33.9920694871635,151.034920752459
484,-33.9753687824385,150.647606368121
485,-33.642826876135,150.864711071091
486,-33.4881460893811,150.776303092059
487,-33.5439285681286,150.882023550521
488,-33.8313291510325,150.864795497747
489,-34.1013694367364,150.644910437278
490,-33.8351169926647,150.988496345656
491,-33.4876005269344,151.239991018556
492,-33.6452173425099,150.957653097404
493,-33.5075877505034,150.7514643679
494,-33.6782906273037,151.166639257419
495,-33.6870346988662,151.247341406803
496,-33.7163182316119,150.809477279118
497,-33.8858068363717,150.942037775771
498,-33.6986906630542,150.977878460851
499,-33.9940530290669,151.044548992603
500,-34.0695158486553,151.075542609624
501,-33.7065645219286,151.167587147104
502,-33.4939728677459,150.962133396982
503,-33.8842452719791,151.044000250476
504,-33.8512310831233,150.676613371701
505,-33.5263589306384,151.016830964222
506,-33.7069324221937,150.904027877967
507,-33.5857628903075,150.948140287485
508,-33.7978899415997,151.244204984129
509,-33.4917371623588,151.105644847767
510,-33.88930975083,150.994989626511
511,-33.622056035488,150.869486838599
512,-33.941283229137,151.142806870251
513,-33.5483568752319,151.140807414884
514,-33.7189246778188,151.026908055584
515,-33.7219443029134,151.253237649281
516,-33.7316363835161,151.122395194204
517,-33.5513627082468,151.17242513212
518,-33.8318506026599,150.74817459909
519,-33.5263993055269,151.24097789362
520,-34.0972248863788,150.746051073925
521,-33.9967600233782,150.829589859161
522,-34.0251168554432,150.694742451875
523,-33.9504469169461,150.740098675525
524,-33.8106528796353,150.884088852644
525,-34.1195444741863,151.149620121208
526,-34.0312880724259,150.805011723934
527,-33.854530735378,150.792966615384
528,-33.5361656455205,150.749782187357
529,-33.6529795539806,150.852935038792
530,-33.6583193913935,150.896371921734
531,-33.5996903107578,150.858207656813
532,-34.1129529444098,151.005480680686
533,-33.8413923813884,150.95346459985
534,-33.8786049506337,151.086014551574
535,-33.8085888368799,150.922333046735
536,-34.0254168700144,151.178525239771
537,-33.5351544824341,151.115259801295
538,-33.6694347855616,150.964132168023
539,-34.0206732677921,151.241632884268
540,-33.6200736451346,150.863016626185
541,-33.5073309242878,150.651126911138
542,-33.6102565672263,150.809256669676
543,-34.0302240381973,150.947211087941
544,-33.8065336647068,151.121129815886
545,-33.7736766619919,151.008969175833
546,-33.9885577940861,151.064731797956
547,-33.9028600472795,150.894195655221
548,-33.8339440894291,150.999629706222
549,-33.6957539857916,150.926616532386
550,-33.7637890951524,151.033571706805
551,-33.6117884315154,150.801299962015
552,-34.0181744117342,150.812096562719
553,-33.6394653925107,151.20288401419
554,-33.5952307765118,150.998745415436
555,-33.9536572201339,150.640809844914
556,-33.7574635967509,150.933691445323
557,-33.9678755183379,150.923678691577
558,-33.9692136445521,151.131360707306
559,-33.790648543546,150.938471952146
560,-33.8425879749836,151.196903003896
561,-33.8222746139534,150.739955006505
562,-33.6027000436662,150.645058207436
563,-34.0356422681539,150.892830488275
564,-33.6391961308873,150.968673092246
565,-33.6255165544326,150.914913491783
566,-33.5401457401325,150.936878706889
567,-33.7065785241736,150.968104514423
568,-33.7843341418975,151.013899168653
569,-33.5756253537971,150.791208738985
570,-34.0459758621382,151.07190234735
571,-33.924616822099,151.126831421284
572,-34.0188689823428,150.864620387244
573,-33.4870901417904,151.1693862668
574,-34.0338108865871,151.107982719422
575,-33.8277357618093,150.985480121828
576,-33.9423703078154,151.199422963403
577,-34.0053165234693,151.092528898794
578,-33.6418568184964,151.252449757106
579,-33.4849308264343,150.783570498042
580,-33.9496722028826,150.953856299973
581,-33.8650527048991,151.236275464579
582,-34.0875830940976,150.744368419152
583,-33.9322338577657,151.105474578906
584,-33.7220177135156,150.64365546506
585,-34.0572121036215,151.039688146656
586,-33.5038278161316,151.00645581236
587,-34.0826392580149,151.16181694016
588,-33.8770482454796,150.966206293916
589,-33.6164942724154,151.243913459881
590,-33.8117287329818,150.940397125654
591,-34.0796884511972,150.743774051759
592,-33.8275263413467,150.750949907736
593,-33.4933387251724,151.118099516647
594,-34.1071997671232,150.703309659679
595,-34.1169825278003,150.874817184668
596,-33.5675022502994,150.923600132303
597,-33.8189901431078,151.198748219812
598,-33.9098401199973,150.64894283687
599,-33.8284332671371,150.930702735003
600,-33.7243065879402,150.81583629451
601,-33.536443550092,151.165226194141
602,-33.5999174909577,151.023950782948
603,-33.8036914578693,150.854323681442
604,-33.6449484972174,151.209865465941
605,-33.8095836151775,150.990287803297
606,-34.0935675886622,151.181999919518
607,-33.7907968284223,150.957717625889
608,-33.8139899425123,151.126438862182
609,-33.709454394375,150.854313614982
610,-33.4915916666485,151.180874247164
611,-34.0946486091035,150.967314275364
612,-33.801420621884,150.881635180634
613,-34.0866286295372,150.897019941007
614,-33.7501017038648,150.871629950318
615,-33.9729652741433,151.25460545085
616,-33.828818648509,151.152679038986
617,-33.9554061443615,150.9624054201
618,-34.0852280879786,150.728201605592
619,-34.0407826146456,151.111696190158
620,-33.6838853423231,151.196824253354
621,-33.6419914986492,151.163953246369
622,-33.8019354462589,150.731389070773
623,-33.5340011719011,150.985279288007
624,-33.7098294675065,150.739638281787
625,-34.0249808718582,150.997103693349
626,-34.0860321992697,150.767793086081
627,-33.860563621249,150.692233994882
628,-33.9847951682841,151.2390931485
629,-34.0064615474491,151.131884449593
630,-34.0269898302443,150.79481592909
631,-33.6901633387953,151.145303589897
632,-33.7673899438806,150.712175058599
633,-33.619817960802,151.184383816217
634,-33.6806367694804,150.687747486124
635,-33.7908268570245,150.63102575241
636,-33.523422471493,151.202961171791
637,-33.7463949000282,150.949507673621
638,-33.7168888576613,150.760960262112
639,-33.7985863335642,150.693011944386
640,-33.5304532008267,150.992119403507
641,-33.5366494726954,150.834928269353
642,-33.6004644675225,151.118594425297
643,-33.6638572814257,151.133891072904
644,-33.9023119342265,150.9463184029
645,-33.9872161754497,150.833370444331
646,-33.6135309213573,150.823640555495
647,-33.9388231619824,150.91289745375
648,-33.6289177498563,151.201348491069
649,-34.1032739095891,150.989783893742
650,-33.827535764637,150.760209426451
651,-33.5429666064084,150.991163061266
652,-33.9999352939027,150.948351754279
653,-33.9252720654073,150.99574212915
654,-34.0712603319554,150.841460891561
655,-33.6535312294423,150.807582329191
656,-33.6019891060791,151.243687405751
657,-33.8954954726392,151.237559822672
658,-33.8861343129807,150.958810098312
659,-33.6553530610703,151.200901734372
660,-33.9582523693957,150.72086560615
661,-33.8544754449991,150.774001997047
662,-34.1078641783838,150.918687485678
663,-34.0510939577612,150.662400383048
664,-33.873612245983,150.980139695282
665,-34.0708189807633,151.259607291607
666,-34.0114217932643,151.070207256195
667,-34.1111566051075,150.913961157296
668,-33.8497889608495,151.240878228861
669,-33.7808447369108,151.185836364659
670,-33.6155795771595,150.949608547132
671,-33.8773512831998,150.794440790885
672,-33.7391685562805,151.065655023261
673,-33.5058209191948,151.249213787207
674,-33.5055132376948,151.191297709267
675,-33.7745795192435,151.028103429603
676,-33.7455536336085,150.99822291358
677,-34.0494090120006,150.950391469779
678,-33.6319826553806,151.022181917504
679,-33.9024703386597,150.684223836067
680,-33.782458881519,151.148366956634
681,-33.6453084620353,151.103340044091
682,-33.7943433803885,151.249405852619
683,-33.8064030068233,151.217383662695
684,-33.7492433819637,150.727233833743
685,-34.0672058200933,151.153008816384
686,-34.0556827857423,150.922163336901
687,-34.0885786081922,151.008273827032
688,-34.0778587846359,151.099856130081
689,-33.5446063060249,151.005329145239
690,-33.7038647359341,151.175699023298
691,-33.9520341715263,151.006168889294
692,-33.8277261303095,150.808843577047
693,-34.0265143196415,150.700749794926
694,-33.9910740075437,150.928692818432
695,-34.0073412575343,150.66704585007
696,-33.7446753732488,150.954919823044
697,-33.6020267024522,150.893349240315
698,-34.0348762621895,150.629719864348
699,-33.6691624327297,150.914123658712
700,-33.7343948633194,150.890119002771
701,-33.60961536096,150.931556150337
702,-33.9755699220266,150.844875399406
703,-33.7132279366992,150.867639117264
704,-33.5249581961118,151.108129188682
705,-33.5313467919889,150.727623576495
706,-33.5530849937222,151.184798030984
707,-33.6767923443687,151.058785640328
708,-33.878638252342,151.224649963083
709,-33.8033921457148,151.19262848168
710,-33.6940253527404,151.139080684489
711,-33.7012124362328,150.858725283032
712,-33.5617516271733,150.756934243375
713,-33.637691839237,150.731462314604
714,-34.0431030319167,150.963035657679
715,-33.8129569507966,150.880434321214
716,-33.694097744496,151.252148197
717,-34.0758696868105,150.978900618433
718,-33.6028240148455,150.917430354687
719,-34.0502731003448,150.801654859632
720,-34.1125864170275,151.124870024279
721,-33.9281742052097,151.192569008076
722,-34.1185198859645,151.116305759147
723,-33.9836814852769,150.658052045527
724,-33.5339703295488,151.004505709055
725,-33.6571329339498,150.750734103035
726,-33.9888824168712,150.712826423026
727,-33.916022022933,150.931147381509
728,-33.6493229609092,150.976221279738
729,-33.9345208271865,151.079479700294
730,-34.0835011368903,151.229731183349
731,-34.0456638094561,150.988987715693
732,-34.0137071462756,151.155234208929
733,-33.760604802012,151.246819131365
734,-33.555952530451,150.758092079142
735,-33.7512852475278,150.822196872277
736,-33.6682372544634,151.148053077956
737,-33.7691097963532,150.962116402006
738,-33.637680123789,151.111020041727
739,-33.7996431747265,151.036187493024
740,-33.587399649769,151.034994998021
741,-33.8828927318488,151.09523176816
742,-33.9849895145809,150.956850473196
743,-33.8516131788125,150.829585013952
744,-33.707421265728,151.021727997393
745,-33.7823478015369,151.226953578438
746,-33.7002427893674,151.229767761502
747,-33.5042235893588,150.982878755514
748,-33.9371568008208,151.139641357679
749,-33.5045969180614,151.102882368484
750,-33.9438091132721,151.179380709917
751,-33.8464149396638,150.852382594639
752,-33.5430869389265,151.157061510512
753,-33.596217732887,151.23670583454
754,-34.1013987071644,150.713403767302
755,-33.6982797460149,150.985088208819
756,-33.6427023090877,150.996140536684
757,-33.6669541732596,151.196257355604
758,-33.9585533460505,151.032260843147
759,-33.9753123644779,150.672895465439
760,-33.6953132634733,150.91369530928
761,-33.8388620281014,151.250452727157
762,-34.0220795321746,150.630667395114
763,-33.6283054117417,150.772498346953
764,-33.5353506725473,151.015928712528
765,-33.8474672190446,151.224626421292
766,-33.5387689073472,151.005551759004
767,-33.834794332561,150.831873992598
768,-33.9413772488511,151.190405859797
769,-33.8011945764767,150.721833986078
770,-33.9705218014435,151.183011758569
771,-33.9618618399303,150.671102093223
772,-33.6181311197577,150.780963848557
773,-33.823946249451,150.918785854846
774,-34.0204076090062,150.690710156173
775,-33.9560597735587,151.212740098577
776,-33.5968675155227,150.882617685766
777,-33.9857699477072,150.639089798416
778,-33.9662028244575,150.631126111286
779,-34.1175571138318,150.687076966597
