,Unnamed: 0,lat,long,lab
115,115,-33.9980574774827,151.10779819571047,112
116,116,-33.894355325456054,150.6842381481791,113
117,117,-33.63533593348948,151.22369356357913,114
118,118,-34.101653368266284,151.00845671116025,115
119,119,-33.653315729771855,150.77732619192014,116
120,120,-33.561434864306136,151.04117245289186,117
121,121,-33.70631108701385,150.74746792472743,118
122,122,-34.05810841850912,150.81169435502306,119
123,123,-33.78629057642511,150.64423719963077,120
124,124,-33.59888374082174,151.20911897879668,121
125,125,-34.04891369310093,150.6487602294541,122
126,126,-34.044950823217306,150.82024367139343,123
127,127,-33.74124105570108,150.8252543238715,124
128,128,-33.94219399992313,151.24654231727683,125
129,129,-33.97132289118727,150.95771569620845,126
130,130,-33.94373568842935,150.84418703412518,127
131,131,-33.63580796673328,150.65495167133068,128
132,132,-33.53631528778157,150.686288383763,129
133,133,-33.866628351826165,150.64086824660203,130
134,134,-34.035210778471324,150.96267205726195,131
135,135,-33.95174041155751,151.12206073225002,132
136,136,-33.71920409011849,151.17848607554689,133
137,137,-33.53908399757752,151.25911472304182,134
138,138,-34.03092980895641,150.87372846503266,135
139,139,-34.03324634183485,150.79417374331575,136
140,140,-33.84858979269347,151.13255394788888,137
141,141,-33.65040694526661,150.81674670187525,138
142,142,-33.62793877387242,150.7226469615144,139
143,143,-33.95096048407721,150.750485903669,140
144,144,-33.744053258633386,151.01322853564437,141
145,145,-33.76766767284652,150.69350061062053,142
146,146,-33.60421300606914,150.78769411601846,143
147,147,-34.02605393041792,150.8367453833889,144
148,148,-34.003639614508785,150.97536607972475,145
149,149,-33.6118123377708,150.69031583901506,146
150,150,-33.92522366983188,150.72947167214633,147
151,151,-33.66803350865749,150.90096204941048,148
152,152,-33.605066549718735,150.9429227801186,149
153,153,-33.644477931853714,150.85049844380092,150
154,154,-33.65486251382136,151.2076362304336,151
155,155,-33.891944837540706,150.98973670104652,152
156,156,-33.925003203294914,150.6989707683461,153
157,157,-33.49165130176685,150.82609727080134,154
158,158,-33.80483418373589,150.9593409444141,155
159,159,-33.801594177706946,150.71160160343072,156
160,160,-33.835550168861424,151.1602726260117,157
161,161,-33.58294770006875,151.07970792582566,158
162,162,-33.520151124940035,150.85171906877446,159
163,163,-33.8657749529607,150.84858326142162,160
164,164,-33.996748293966945,150.63517900212818,161
165,165,-33.800069206293486,150.6685111365714,162
166,166,-34.01911055195832,150.78891069412018,163
167,167,-33.622596601082556,150.84017873553768,164
168,168,-33.68695806613443,150.72139049953017,165
169,169,-33.652090830709625,151.0120746079596,166
170,170,-33.81820478494276,151.2143882414157,167
171,171,-33.81595334069572,150.73051196327353,168
172,172,-34.01277027608394,151.11538073247925,169
173,173,-33.841893083472605,151.11862358548638,170
174,174,-33.6223873679404,150.91392372436854,171
175,175,-33.72939023129083,151.15475594400874,172
176,176,-33.52410149876513,150.79150269889283,173
177,177,-33.93144478350077,151.06219155868376,174
178,178,-33.5861084382669,151.00669252037645,175
179,179,-33.61401046051396,150.88618884422047,176
180,180,-33.77623804811083,150.7000184968428,177
181,181,-33.49919866717896,150.77925319520304,178
182,182,-33.95299747272471,150.89296017568532,179
183,183,-33.678808153858306,151.0434277623291,180
184,184,-33.52569535236758,151.08827083730662,181
185,185,-34.06326613281603,150.77011848658887,182
186,186,-33.741379204799635,151.1286229372294,183
187,187,-33.75354511031033,150.75653643721296,184
188,188,-34.11110174470365,151.14527850353113,185
189,189,-33.70274636176944,151.12065616352342,186
190,190,-33.53187394372464,151.0474325428334,187
191,191,-33.950258622429104,151.26122318833416,188
192,192,-33.820744776584036,151.1555667136856,189
193,193,-33.66065611560186,151.11647971565432,190
194,194,-33.61634966720035,151.08523932880013,191
195,195,-34.038744026147235,150.8545329406382,192
196,196,-34.11999320692708,150.79444154644492,193
197,197,-33.79668490423364,151.1885802859259,194
198,198,-33.668239122439516,151.2371101773688,195
199,199,-33.536546450439765,150.7633043399749,196
200,200,-33.779169730650736,151.0088895406614,197
201,201,-33.713710302238624,150.96935993122162,198
202,202,-33.9388161462481,150.82473241674538,199
203,203,-33.879950259073574,150.68315697559666,200
204,204,-33.66772137278418,150.9390320308739,201
205,205,-33.91506037444464,150.75808998921903,69
206,206,-33.61248613577121,150.73424053060262,202
207,207,-34.11995735095875,151.18433364808772,203
208,208,-33.927108342799094,150.88080668032973,204
209,209,-33.93771376324636,150.78385519950137,205
210,210,-33.550823394716424,151.19921326627363,206
211,211,-33.74006319089735,151.1355526800842,207
212,212,-34.11331066427264,150.9362747582398,208
213,213,-33.80472648190297,151.01493356764334,209
214,214,-33.86380025179579,151.03260645080675,210
215,215,-33.78690487490294,151.19867690446864,211
216,216,-33.95324834964591,150.87337092496045,212
217,217,-33.91225937593977,150.74422620448783,213
218,218,-33.81873554633644,151.12570206040934,214
219,219,-33.619823716526426,150.97600061972432,215
220,220,-33.61209461185025,150.6561450393589,216
221,221,-33.75305155708327,151.2038566315972,217
222,222,-33.78483990815635,150.7327184118504,218
223,223,-33.960623171443125,150.98991130096178,219
224,224,-33.74394211128637,151.11256642174737,220
225,225,-33.806275925239824,150.69634342346097,221
226,226,-33.771869313433555,150.7861669651897,222
227,227,-33.90316093806723,150.81345038894483,223
228,228,-33.846686134481025,150.8309024456594,224
229,229,-33.597787609166595,151.0812195140737,225
230,230,-34.01720331364571,151.12023612175852,226
231,231,-33.715675473853665,151.16009808001982,227
232,232,-33.846123745815326,150.6667351363604,228
233,233,-33.680740970869785,150.76614890152302,229
234,234,-33.80105121818777,151.0537761807665,230
235,235,-33.795817051648875,151.021493502497,231
236,236,-34.007250508594595,150.72971101607118,232
237,237,-33.91987933947988,151.1109838984242,233
238,238,-33.66006415044413,150.92585696062858,234
239,239,-33.581179806075376,150.66211807087222,235
240,240,-34.009076652518175,151.0628251148991,236
241,241,-33.626554869079875,151.2492799770701,237
242,242,-33.516214043193216,150.8521305334866,238
243,243,-33.824414936647074,151.0999526501011,239
244,244,-33.651396229130036,151.05340098722192,240
245,245,-34.07942248589103,151.2376982678456,241
246,246,-33.73308025352859,150.8414303152727,242
247,247,-33.699475125213326,150.84866114563474,243
248,248,-33.522625206151574,150.96302565297174,244
249,249,-33.51532749133988,150.81320223330684,245
250,250,-33.68424288878305,150.7401599485365,246
251,251,-33.96226968235083,151.09742494179378,247
252,252,-33.54664283116004,151.14779913895651,248
253,253,-33.69915132313711,150.75366151704225,249
254,254,-33.82374075191544,151.03843673876835,250
255,255,-33.63801256170979,150.63868497609653,251
256,256,-33.648170315166375,151.23969047234866,252
257,257,-33.51288577460975,150.67642834142455,253
258,258,-34.09313710674494,151.0431214710324,254
259,259,-33.82415967208727,151.21041135436118,167
260,260,-33.992899969010246,151.08895269079952,255
261,261,-34.01777886541253,150.67609729321208,256
262,262,-33.879856120884995,151.10584792902668,257
263,263,-33.72387386024808,150.76208796588318,258
264,264,-33.79458243745185,150.686197410152,259
265,265,-33.51852653957376,151.16194134420724,260
266,266,-33.56072904880958,150.7925333969211,261
267,267,-33.984075596328395,150.68622178427583,262
268,268,-33.88084181116336,151.0397937137568,263
269,269,-33.72529320584922,151.02158821280796,264
270,270,-33.66758138725243,150.66763848917753,265
271,271,-33.96161758081213,151.2326943729125,266
272,272,-33.612021661225356,150.7254814372038,267
273,273,-33.90347107157795,151.2459751267321,268
274,274,-33.814724837568434,150.65585896275587,269
275,275,-33.5283120943243,151.07025391547197,270
276,276,-33.581305446593014,150.95597412387554,271
277,277,-33.84846771567318,151.2016451088012,272
278,278,-33.65668374716956,150.76558191428086,273
279,279,-33.984233532177036,150.88902711590524,274
280,280,-34.05859648468823,150.71617302891823,275
281,281,-33.90737375379989,150.77092373393603,276
282,282,-33.86013443884629,151.1558015592037,277
283,283,-33.815463881366185,150.68650804127674,278
284,284,-33.98373723636398,150.973429542784,279
285,285,-33.511576902322545,151.04854826778168,280
286,286,-33.523753356309996,150.98484390669637,281
287,287,-34.11803693881714,151.12345992513374,282
288,288,-33.660382259011485,151.06893056643366,283
289,289,-33.94288039673831,151.2500894354959,125
290,290,-33.584245577518985,150.86373963900039,284
291,291,-34.02166729128248,150.65054863606338,285
292,292,-34.09058959439109,151.14114172341996,286
293,293,-33.920166819601825,151.15877389397266,287
294,294,-33.782063465495064,150.87860864194397,288
295,295,-33.984064316762264,150.89166323403694,274
296,296,-34.118449466488386,151.18240323159426,203
297,297,-33.49143164413853,150.72054475169725,289
298,298,-34.00602303970342,150.87990788193787,290
299,299,-33.8412361761305,150.85754988632513,291
300,300,-33.8079528604077,151.06826505457587,292
301,301,-33.81274142124025,150.94935369246738,293
302,302,-33.59231112988781,150.8503772923901,294
303,303,-33.80577856018639,151.1272926543201,295
304,304,-33.86959174140518,150.8883432871477,296
305,305,-33.48692021069596,150.91911766987374,297
306,306,-33.574339281140006,151.22122936183368,298
307,307,-33.904070315496284,151.15254783317224,299
308,308,-33.824169188990105,151.06071416290555,300
309,309,-34.117226393593505,150.72990518748043,301
310,310,-33.973444538283694,150.94385464057115,302
311,311,-33.842483991240904,150.91546502417037,303
312,312,-33.89389458711637,150.96560357232332,304
313,313,-33.645369881247234,151.0068549831201,305
314,314,-33.87977888842888,150.80610298862982,306
315,315,-33.88106831766678,151.01476766870815,307
316,316,-33.702245887973085,150.88062439168513,308
317,317,-33.846510106588624,151.13973480387781,309
318,318,-33.723231707468805,151.2244834973701,310
319,319,-33.719419890755795,151.23668177593413,311
320,320,-33.71668881450778,151.06017173525987,312
321,321,-33.81725374488951,151.2362536468244,313
322,322,-33.497940666056664,151.24616917207769,314
323,323,-33.97697635647794,151.10497400433044,315
324,324,-33.77221466817528,151.15778630187074,316
325,325,-33.59148799855359,150.9683132402603,317
326,326,-33.51839482435049,150.88697325358848,318
327,327,-33.95390062378932,151.05963619161255,319
328,328,-33.664329918019945,151.00536646282362,320
329,329,-33.65130098565379,150.77505019628626,321
330,330,-33.799397619455384,150.76639521073412,322
331,331,-33.51078811529595,151.0547981287528,323
332,332,-33.70151771328105,151.14057325423744,324
333,333,-33.910135764217145,150.74458866130303,213
334,334,-34.10771868820412,151.2435946604221,325
335,335,-33.77507097512269,151.21454709854075,326
336,336,-33.906614825982516,150.99055831655897,327
337,337,-33.75580437824989,150.97608546528213,328
338,338,-33.71023275225088,151.05935076194228,329
339,339,-33.52768758975687,150.9674613636972,330
340,340,-34.078456915463285,150.88504086218762,331
341,341,-33.77945530613858,150.98224080145232,332
342,342,-33.90550352273541,150.67929271038602,333
343,343,-33.500364330916945,151.13254849170468,334
344,344,-33.733450008198126,150.95476732674845,335
345,345,-33.87915233602026,150.64755475228398,336
346,346,-34.005217942094696,150.7165011561675,337
347,347,-33.5288931370956,151.15518906615657,338
348,348,-34.05300033869247,151.0892596664879,339
349,349,-34.107464358479774,150.6685077336632,340
350,350,-33.51893958130037,150.9860947638243,341
351,351,-33.94732200379376,151.18923020761156,342
352,352,-33.78653161083518,150.76977132073503,343
353,353,-33.6172577243685,151.023266556352,344
354,354,-33.803893545157855,150.72792455087466,345
355,355,-33.8214210145307,151.15920757959125,346
356,356,-34.03094039934621,150.89662255634656,347
357,357,-33.94092927058753,150.9870647521779,348
358,358,-33.53106958397637,151.18309229779888,349
359,359,-33.7574966932019,151.13690516878054,350
360,360,-34.069910810848306,151.0968973517931,351
361,361,-33.76671930984832,151.0850313490059,352
362,362,-33.84443374699834,150.6901932711434,353
363,363,-33.862931484540184,150.74589766252467,354
364,364,-33.61081663483845,150.85277990812256,355
365,365,-33.591909343176425,150.90588220334098,356
366,366,-33.60122332943037,150.7104822418303,357
367,367,-33.60604918971127,151.2240479317557,358
368,368,-33.85494314680249,151.08702214865386,359
369,369,-33.904282948355785,150.69785977713119,360
370,370,-33.83330286556955,150.85025853531482,361
371,371,-33.99707676305254,150.7887443543866,362
372,372,-33.87292865373665,151.0617555350558,363
373,373,-34.02906989793005,151.17793713147233,364
374,374,-33.845831546370675,151.2391049917841,365
375,375,-33.66180057581361,151.033379412315,366
376,376,-33.76816277877215,150.90919776624818,367
377,377,-33.58566532159384,150.9090185349843,368
378,378,-33.834454501839794,150.80198568257003,369
379,379,-33.75821964824924,151.25821106370512,370
380,380,-33.85004680648165,150.99069256493175,371
381,381,-33.63933158622677,151.22373321947447,372
382,382,-34.05437786305994,151.23465866380462,373
383,383,-33.71944759269923,150.66743254808208,374
384,384,-33.511978104782145,150.69855488818925,375
385,385,-33.661724630770124,150.92885722765826,234
386,386,-33.7118601912077,151.14868225324298,376
387,387,-33.542648128879364,150.86756906588045,377
388,388,-33.56817705412051,150.77869303659506,378
389,389,-33.925487452581855,150.89093248687902,379
390,390,-33.845535965524284,151.1653983022795,380
391,391,-33.97502166816645,150.96818217346632,381
392,392,-33.637129635522854,151.17625376296968,382
393,393,-34.062513869843876,150.7413201488999,383
394,394,-33.498766412483675,150.9295304989441,384
395,395,-34.027099127544226,150.86344397591196,385
396,396,-34.06324575007943,150.9495549196736,386
397,397,-33.80989748859464,151.03587095558618,387
398,398,-33.85902202131081,150.78325536445325,388
399,399,-33.74224300889285,150.9231190216039,389
400,400,-33.69677380698612,151.15073705269938,390
401,401,-33.516276373361585,151.0052617082313,391
402,402,-33.92358597720639,150.8659910114711,392
403,403,-33.99242061293552,151.07766953264894,393
404,404,-34.07381103390364,151.1834923511731,394
405,405,-34.051517918611616,151.09347885275002,395
406,406,-34.07819281592949,151.06812197987026,396
407,407,-33.55376720884873,150.98442165009988,397
408,408,-33.995343022889145,150.71658771272212,398
409,409,-33.68953783434466,150.68932334135076,399
410,410,-34.001553715994575,151.17950906839738,400
411,411,-34.035475635451505,150.79129506303272,401
412,412,-34.07665027211129,151.25795928653375,402
413,413,-33.7640412025469,150.8657776416584,403
414,414,-33.69103323387796,151.11885923797848,404
415,415,-33.67554662012379,150.66865349534612,265
416,416,-33.548744130647464,150.90229664437308,405
417,417,-33.76253401115432,150.93512567410602,406
418,418,-33.50571754404907,151.2558441449023,407
419,419,-33.669255761611616,151.2495877741774,408
420,420,-34.06615482548342,150.84709679104088,409
421,421,-34.06559027390193,150.64839777388192,410
422,422,-33.654646718615226,151.09573909636592,411
423,423,-33.95854009102271,151.24697086244953,412
424,424,-33.570141202401516,151.11651004643159,413
425,425,-33.70430239551794,150.92801796229932,414
426,426,-33.68930925907109,151.00595576816863,415
427,427,-33.820714551950694,151.014417680233,416
428,428,-33.5287128164178,150.73237431600973,417
429,429,-33.52823125208332,150.86043801964516,418
430,430,-33.724674181873176,150.8714309600407,419
431,431,-33.822963791129986,150.63739380600632,420
432,432,-34.09309940145223,150.83013286701268,421
433,433,-33.62246045950655,150.7055781566591,422
434,434,-34.000243918349945,150.85266049356468,423
435,435,-33.566246386514216,150.79859054545875,424
436,436,-33.703052638194364,151.0930743870995,425
437,437,-33.591897031822306,151.19754702766497,426
438,438,-33.94194603105639,150.9706858394429,35
439,439,-34.06634323423746,150.92977650523287,427
440,440,-33.93612363354949,151.0160069389781,428
441,441,-33.540374525478725,151.16007562079224,429
442,442,-33.67971780174213,151.09959567146518,430
443,443,-33.49951321763784,150.8502955883853,431
444,444,-34.09735367323413,150.76292643779723,432
445,445,-33.80757680011821,150.65255331006938,433
446,446,-33.54703406016522,151.2270632413444,434
447,447,-33.500710657679164,151.15586370366378,435
448,448,-33.734969946381376,150.83943654823696,242
449,449,-33.997535966212,151.21114314467587,436
450,450,-33.69976992558277,150.78957573599948,437
451,451,-33.8468163182724,150.93862889849675,438
452,452,-33.82792469018176,150.70332648260887,439
453,453,-33.85933325368041,151.2154232444062,440
454,454,-33.613624762646516,150.90557150582623,441
455,455,-33.85552804381189,150.74714318126982,442
456,456,-33.7161170865565,150.77523972350411,443
457,457,-33.533145463081176,151.22372034319864,444
458,458,-33.998748080292714,151.13342731050815,445
459,459,-33.71071060073567,151.01031865447922,446
460,460,-33.82370434812005,150.8702107529401,447
461,461,-33.61147543648839,150.73973801464433,202
462,462,-33.613382099337954,151.13030575154792,448
463,463,-33.66954241696108,150.76660483468922,449
464,464,-33.895229072870194,151.19735860929896,450
465,465,-33.648180942127254,151.07543751179526,451
466,466,-34.03956387837412,150.80875881426485,452
467,467,-33.56010492062128,150.6656904434891,453
468,468,-33.774871394760325,151.03440693073455,454
469,469,-33.94630258772168,150.65365569948244,455
470,470,-33.90786744187638,150.80430966850187,456
471,471,-34.07929725017989,150.6581723489778,457
472,472,-33.67596524037091,150.8598748404006,458
473,473,-34.043961187179086,150.83059658711232,459
474,474,-33.93828990219079,150.8961445434347,460
475,475,-33.633363403666856,150.9680769974093,461
476,476,-34.029046111634685,150.70610287927914,462
477,477,-33.95571831136583,150.75386113969282,463
478,478,-33.79101931189568,150.7774399605349,464
479,479,-33.59094644102272,150.7081163727734,465
480,480,-33.75053701132848,151.07098743170332,466
481,481,-33.748527407030224,151.24831932526422,467
482,482,-33.94484235727955,150.6662375306341,468
483,483,-33.68636744485288,151.2199191343342,469
484,484,-33.86866366744982,150.7856447109939,470
485,485,-33.93555292828278,150.898037100526,471
486,486,-34.088589520396475,151.1391532078733,286
487,487,-33.773885707883984,151.06568281150481,472
488,488,-33.66089739238868,150.8332965942209,473
489,489,-34.0409191513843,150.63371937953008,474
490,490,-33.75369394884045,150.64496252236583,475
491,491,-33.80405873161628,150.86582504794276,476
492,492,-34.04688541025327,150.96920237414253,477
493,493,-33.659028266863906,151.19302279551368,478
494,494,-34.101546315477826,151.26133082862538,479
495,495,-33.83736662379387,151.00780999208615,480
496,496,-33.94800333427775,151.0181004400234,481
497,497,-33.85037974534161,150.98178732618308,482
498,498,-33.99097685102607,151.0354273511639,483
499,499,-33.97603257135703,150.64867223642898,484
500,500,-33.64282687613505,150.86471107109102,485
501,501,-33.48814608938106,150.7763030920589,486
502,502,-33.54392856812859,150.88202355052087,487
503,503,-33.83256881587955,150.8632843526398,488
504,504,-34.102611664663605,150.64619020102214,489
505,505,-33.835372435580034,150.9871815216315,490
506,506,-33.48732453240949,151.23950691362728,491
507,507,-33.64523676637399,150.96034013688762,492
508,508,-33.508282371268216,150.7505387339027,493
509,509,-33.67864119763863,151.16596085794282,494
510,510,-33.68819371955793,151.24677514241634,495
511,511,-33.71671169461751,150.80966019026297,496
512,512,-34.07622650117749,150.88434062551804,331
513,513,-33.88693772956928,150.94338198269335,497
514,514,-33.698274282642195,150.97645494806832,498
515,515,-33.99363024985297,151.04313255948873,499
516,516,-34.069457170283826,151.07720750979206,500
517,517,-33.70762874567976,151.16735219016246,501
518,518,-33.493089779777456,150.95988590870792,502
519,519,-33.884245271979104,151.0440002504763,503
520,520,-33.851328411976574,150.67632883585574,504
521,521,-33.526358930638374,151.01683096422232,505
522,522,-33.70689829392853,150.90324759383057,506
523,523,-33.5846783399874,150.9484005618656,507
524,524,-33.80162745294045,151.2424583298781,508
525,525,-34.000908267404824,151.18206330696614,400
526,526,-33.49081947764376,151.1046842793443,509
527,527,-33.8897622559647,150.99456472072941,510
528,528,-33.622056035488036,150.86948683859887,511
529,529,-33.940242245936325,151.14327218713348,512
530,530,-33.54835687523189,151.14080741488368,513
531,531,-33.720315199362354,151.02592273790663,514
532,532,-33.72194430291342,151.25323764928098,515
533,533,-33.734135398216885,151.12043909058087,516
534,534,-33.550522793891844,151.17335158553038,517
535,535,-33.831197692831545,150.74687987317532,518
536,536,-33.526399305526894,151.24097789361971,519
537,537,-34.097224886378754,150.74605107392452,520
538,538,-33.99739052233229,150.82900872245,521
539,539,-34.02511685544322,150.6947424518752,522
540,540,-33.95044691694612,150.74009867552516,523
541,541,-33.81065287963529,150.88408885264352,524
542,542,-34.119544474186284,151.1496201212081,525
543,543,-34.03128807242586,150.80501172393372,526
544,544,-33.85433142926103,150.79246059801628,527
545,545,-33.53671967541365,150.74880364491062,528
546,546,-33.6528110189681,150.85352665817024,529
547,547,-33.94505020392761,151.19343783685244,342
548,548,-33.6583193913935,150.89637192173402,530
549,549,-33.59984655511662,150.85692744540714,531
550,550,-34.1135666944409,151.00569199458255,532
551,551,-33.83944423504348,150.95540066577698,533
552,552,-33.878182443163446,151.08647379210862,534
553,553,-33.80858883687994,150.92233304673505,535
554,554,-34.024222368952714,151.18038645160945,536
555,555,-33.53004179072316,151.11054829276753,537
556,556,-33.66945107888188,150.96398044293375,538
557,557,-34.02067326779211,151.24163288426828,539
558,558,-33.62081426711349,150.86436099392685,540
559,559,-33.507330924287785,150.65112691113785,541
560,560,-33.60973557210876,150.8089831768975,542
561,561,-34.02989345619901,150.9472793459561,543
562,562,-33.80653366470685,151.12112981588552,544
563,563,-33.528887830458224,151.15366933319558,338
564,564,-33.773671134583346,151.01004981520617,545
565,565,-33.98728787399448,151.0651744235238,546
566,566,-33.902860047279475,150.8941956552211,547
567,567,-33.832489808202126,151.00090556458963,548
568,568,-33.69603516481356,150.92668283511182,549
569,569,-33.764254937386184,151.03223862294436,550
570,570,-33.61026490181113,150.8003437740629,551
571,571,-34.01626497884099,150.811120273488,552
572,572,-33.639349087672855,151.20409842956286,553
573,573,-33.59393884440434,150.99864353392206,554
574,574,-33.95365722013395,150.6408098449139,555
575,575,-33.75878877147926,150.93507471376802,556
576,576,-33.967875518337905,150.92367869157718,557
577,577,-33.970082731116364,151.1313702668106,558
578,578,-33.66618031078551,151.12671044764446,71
579,579,-33.79064854354601,150.93847195214641,559
580,580,-33.842587974983566,151.19690300389559,560
581,581,-33.82167461319097,150.73871083302674,561
582,582,-33.60270004366624,150.64505820743582,562
583,583,-34.03530263951455,150.89131237912744,563
584,584,-33.63919613088727,150.96867309224612,564
585,585,-33.62551655443257,150.91491349178298,565
586,586,-33.54113156927021,150.9379232495446,566
587,587,-33.705604438989894,150.96914172713582,567
588,588,-33.78467332339861,151.01114693856644,568
589,589,-33.57692188015293,150.7912542919168,569
590,590,-34.04784275828687,151.07487248088162,570
591,591,-33.92528240236182,151.1263131420221,571
592,592,-34.018868982342795,150.86462038724437,572
593,593,-33.48684603035832,151.16928535651468,573
594,594,-34.03381088658709,151.10798271942215,574
595,595,-33.82688035421813,150.9844399321136,575
596,596,-33.94310434928466,151.20145848189716,576
597,597,-34.006206953021476,151.09227163758732,577
598,598,-33.640746346870394,151.2522400225384,578
599,599,-33.48493082643429,150.78357049804168,579
600,600,-33.94967220288262,150.95385629997318,580
601,601,-33.86556365501178,151.23591030285317,581
602,602,-34.08736066723042,150.74402231377442,582
603,603,-33.93169252297089,151.10577049625167,583
604,604,-33.720287365250805,150.644919731893,584
605,605,-34.05736920985671,151.0423814811311,585
606,606,-33.505087735180005,151.0047512820091,586
